0.000	0	0
44.905	0.1	0
95.625	0.2	0
145.590	0.3	0
195.106	0.3	0
244.020	0.4	0
292.475	0.5	0
340.382	0.6	0
387.815	0.7	0
434.768	0.8	0
481.225	0.8	0
527.231	0.9	0
572.780	1	0
617.864	1.1	0
662.514	1.2	0
706.736	1.3	0
750.530	1.3	0
793.898	1.4	0
836.858	1.5	0
879.417	1.6	0
921.580	1.7	0
963.354	1.7	0
1004.744	1.8	0
1045.759	1.9	0
1086.400	2	0
1126.677	2.1	0
1166.597	2.1	0
1206.166	2.2	0
1245.388	2.3	0
1284.270	2.4	0
1322.816	2.5	0
1361.031	2.5	0
1398.922	2.6	0
1436.494	2.7	0
1473.753	2.8	0
1510.702	2.9	0
1547.348	2.9	0
1583.695	3	0
1619.741	3.1	0
1655.498	3.2	0
1690.971	3.2	0
1726.162	3.3	0
1761.072	3.4	0
1795.708	3.5	0
1830.077	3.6	0
1864.179	3.6	0
1898.017	3.7	0
1931.599	3.8	0
1964.924	3.9	0
1997.999	3.9	0
2030.828	4	0
2063.409	4.1	0
2095.754	4.2	0
2127.857	4.2	0
2159.729	4.3	0
2191.368	4.4	0
2222.781	4.5	0
2253.967	4.5	0
2284.935	4.6	0
2315.680	4.7	0
2346.213	4.8	0
2376.529	4.8	0
2406.637	4.9	0
2436.537	5	0
2466.231	5.1	0
2495.726	5.1	0
2525.018	5.2	0
2554.114	5.3	0
2583.016	5.3	0
2611.725	5.4	0
2640.244	5.5	0
2668.576	5.6	0
2696.724	5.6	0
2724.687	5.7	0
2752.469	5.8	0
2780.074	5.9	0
2807.503	5.9	0
2834.758	6	0
2861.839	6.1	0
2888.750	6.1	0
2915.494	6.2	0
2942.071	6.3	0
2968.485	6.4	0
2994.736	6.4	0
3020.827	6.5	0
3046.760	6.6	0
3072.534	6.6	0
3098.154	6.7	0
3123.621	6.8	0
3148.936	6.9	0
3174.102	6.9	0
3199.119	7	0
3223.990	7.1	0
3248.716	7.1	0
3273.298	7.2	0
3297.739	7.3	0
3322.039	7.3	0
3346.201	7.4	0
3370.224	7.5	0
3394.112	7.5	0
3417.866	7.6	0
3441.487	7.7	0
3464.976	7.8	0
3488.336	7.8	0
3511.566	7.9	0
3534.670	8	0
3557.645	8	0
3580.497	8.1	0
3603.225	8.2	0
3625.831	8.2	0
3648.315	8.3	0
3670.679	8.4	0
3692.925	8.4	0
3715.053	8.5	0
3737.065	8.6	0
3758.961	8.6	0
3780.743	8.7	0
3802.413	8.8	0
3823.970	8.8	0
3845.416	8.9	0
3866.753	9	0
3887.980	9	0
3909.100	9.1	0
3930.114	9.2	0
3951.021	9.2	0
3971.824	9.3	0
3992.524	9.4	0
4013.120	9.4	0
4033.616	9.5	0
4054.009	9.6	0
4074.303	9.6	0
4094.498	9.7	0
4114.595	9.8	0
4134.594	9.8	0
4154.497	9.9	0
4174.305	10	0
4194.018	10	0
4213.638	10.1	0
4233.164	10.2	0
4252.598	10.2	0
4271.940	10.3	0
4291.193	10.3	0
4310.355	10.4	0
4329.428	10.5	0
4348.414	10.5	0
4367.311	10.6	0
4386.123	10.7	0
4404.848	10.7	0
4423.487	10.8	0
4442.043	10.9	0
4460.514	10.9	0
4478.902	11	0
4497.208	11.1	0
