0.000	0	0
114.329	0.1	0
236.371	0.3	0
356.581	0.4	0
475.011	0.5	0
591.692	0.7	0
706.701	0.8	0
820.092	0.9	0
931.903	1.1	0
1042.175	1.2	0
1150.939	1.3	0
1258.234	1.4	0
1364.105	1.6	0
1468.590	1.7	0
1571.725	1.8	0
1673.515	1.9	0
1774.024	2.1	0
1873.271	2.2	0
1971.280	2.3	0
2068.092	2.4	0
2163.721	2.6	0
2258.203	2.7	0
2351.567	2.8	0
2443.822	2.9	0
2535.009	3.1	0
2625.147	3.2	0
2714.255	3.3	0
2802.354	3.4	0
2889.471	3.5	0
2975.624	3.7	0
3060.835	3.8	0
3145.121	3.9	0
3228.502	4	0
3310.997	4.1	0
3392.624	4.3	0
3473.399	4.4	0
3553.342	4.5	0
3632.463	4.6	0
3710.781	4.7	0
3788.314	4.9	0
3865.079	5	0
3941.081	5.1	0
4016.343	5.2	0
4090.878	5.3	0
4164.693	5.4	0
4237.811	5.6	0
4310.235	5.7	0
4381.986	5.8	0
4453.068	5.9	0
